X,Y,Z,DF,Formacion
1106836.77,1256798.34,970,235.7622663,J1-2j
1106936.77,1256798.34,974,201.7625649,J1-2j
1107036.77,1256798.34,994,142.5805449,J1-2j
1107136.77,1256798.34,983,82.93866532,J1-2j
1107236.77,1256798.34,952,17.87153187,J1-2j
1107336.77,1256798.34,880,57.09838554,J1-2j
1107436.77,1256798.34,860,139.177192,J1-2j
1107536.77,1256798.34,907,221.256021,J1-2j
1107636.77,1256798.34,928,301.9909257,J1-2j
1107736.77,1256798.34,875,217.544841,J1-2j
1107836.77,1256798.34,819,147.1110329,J1-2j
1107936.77,1256798.34,773,79.41526203,J1-2j
1108036.77,1256798.34,742,6.03765878,J1-2j
1108136.77,1256798.34,781,68.41646019,J1-2j
1108236.77,1256798.34,832,92.92126597,J1-2j
1108336.77,1256798.34,866,101.6250272,J1-2j
1108436.77,1256798.34,870,108.3222004,J1-2j
1108536.77,1256798.34,875,127.9309849,J1-2j
1108636.77,1256798.34,880,164.6839194,J1-2j
1108736.77,1256798.34,883,207.6980189,J1-2j
1108836.77,1256798.34,918,245.7307061,J1-2j
1108936.77,1256798.34,990,281.2885446,J1-2j
1109036.77,1256798.34,1040,312.7314322,J1-2j
1109136.77,1256798.34,1084,327.7646358,J1-2j
1109236.77,1256798.34,1104,364.289302,J1-2j
1109336.77,1256798.34,1133,396.8415482,J1-2j
1109436.77,1256798.34,1174,318.8754817,J1-2j
1109536.77,1256798.34,1210,240.9100115,J1-2j
1109636.77,1256798.34,1240,170.0116609,J1-2j
1109736.77,1256798.34,1213,104.3020205,J1-2j
1109836.77,1256798.34,1163,26.8522768,J1-2j
1109936.77,1256798.34,1171,58.79576573,K1ls_mi
1110036.77,1256798.34,1246,130.6055161,K1ls_mi
1110136.77,1256798.34,1317,190.8512544,K1ls_ms
1110236.77,1256798.34,1440,243.9805486,K1ls_ms
1110336.77,1256798.34,1502,246.9957945,K1ls_ms
1110436.77,1256798.34,1553,254.6603766,K1ls_ms
1110536.77,1256798.34,1575,262.325287,K1ls_ms
1110636.77,1256798.34,1581,265.2827921,K1ls_ms
1110736.77,1256798.34,1586,265.0723073,K1ls_ms
1110836.77,1256798.34,1587,256.0671386,K1ls_ms
1110936.77,1256798.34,1597,244.5318115,K1ls_ms
1111036.77,1256798.34,1601,244.1898045,K1ls_ms
1111136.77,1256798.34,1597,244.226414,K1ls_ms
1111236.77,1256798.34,1597,257.4373227,K1ls_ms
1111336.77,1256798.34,1601,272.0048123,K1ls_ms
1111436.77,1256798.34,1593,286.4576748,K1ls_ms
1111536.77,1256798.34,1598,290.381257,K1ls_ms
1111636.77,1256798.34,1599.020142,290.1691055,K1ls_ms
1111736.77,1256798.34,1603,300.1329238,K1ls_ms
1111836.77,1256798.34,1606,338.8484542,K1ls_ms
1111936.77,1256798.34,1608,384.708922,K1ls_ms
1112036.77,1256798.34,1614,430.5694134,K1ls_ms
1112136.77,1256798.34,1613,482.5499341,K1ls_ms
1112236.77,1256798.34,1626,532.4668198,K1ls_ms
1112336.77,1256798.34,1629.003052,555.3964315,K1ls_ms
1112436.77,1256798.34,1627,577.3681135,K1ls_ms
1112536.77,1256798.34,1623,614.1411803,K1ls_ms
1112636.77,1256798.34,1629,664.0450986,K1ls_ms
1112736.77,1256798.34,1627,722.9282849,K1ls_ms
1112836.77,1256798.34,1619.023682,768.5650634,K1ls_ms
1112936.77,1256798.34,1621,801.5994105,K1ls_ms
1113036.77,1256798.34,1612.025391,842.5573681,K1ls_ms
1113136.77,1256798.34,1612.026245,885.9371216,K1ls_ms
1113236.77,1256798.34,1619,929.3168647,K1ls_ms
1113336.77,1256798.34,1623,974.9403584,K1ls_ms
1113436.77,1256798.34,1627,1027.054933,K1ls_ms
1113536.77,1256798.34,1616.038086,1080.066408,K1ls_ms
1113636.77,1256798.34,1620,1133.077758,K1ls_ms
1113736.77,1256798.34,1627,1186.089126,K1ls_ms
1113836.77,1256798.34,1632,1239.100507,K1ls_ms
1113936.77,1256798.34,1636,1292.111896,K1ls_ms
1114036.77,1256798.34,1635.014404,1345.123198,K1ls_ms
1114136.77,1256798.34,1638,1398.102361,K1ls_ms
1114236.77,1256798.34,1643,1445.077454,K1ls_ms
1114336.77,1256798.34,1645,1492.052575,K1ls_ms
1114436.77,1256798.34,1645,1539.027686,K1ls_ms
1114536.77,1256798.34,1649,1586.002678,K1ls_ms
1114636.77,1256798.34,1650.002197,1632.977696,K1ls_ms
1114736.77,1256798.34,1656,1679.952736,K1ls_ms
1114836.77,1256798.34,1659,1604.317294,K1ls_ms
1114936.77,1256798.34,1667,1511.62256,K1ls_ms
1115036.77,1256798.34,1672,1419.917282,K1ls_ms
1115136.77,1256798.34,1678,1329.406236,K1ls_ms
1115236.77,1256798.34,1684,1240.350879,K1ls_ms
1115336.77,1256798.34,1673,1153.08853,K1ls_ms
1115436.77,1256798.34,1632,1068.058747,K1ls_mm
1115536.77,1256798.34,1578,985.8393757,K1ls_mm
1115636.77,1256798.34,1555,907.1948542,K1ls_mi
1115736.77,1256798.34,1570,833.1381377,K1ls_mi
1115836.77,1256798.34,1571,765.0027557,K1ls_mi
1115936.77,1256798.34,1551,704.5088118,OSs
1116036.77,1256798.34,1533,653.7809174,OSs
1116136.77,1256798.34,1506,615.2395188,OSs
1116236.77,1256798.34,1474,591.2725096,OSs
1116336.77,1256798.34,1453,583.6780087,OSs
1116436.77,1256798.34,1443,593.0852867,OSs
1116536.77,1256798.34,1413,618.7193102,OSs
1116636.77,1256798.34,1382,658.6883031,OSs
1116736.77,1256798.34,1354,709.3651726,OSs
1116836.77,1256798.34,1341,761.5010663,OSs
1116936.77,1256798.34,1337,813.6378886,OSs
1117036.77,1256798.34,1346,867.1868424,OSs
1117136.77,1256798.34,1385,920.8650654,OSs
1117236.77,1256798.34,1429,975.4675215,J1gp
1117336.77,1256798.34,1483,1036.011075,J1gp
1117436.77,1256798.34,1529,1020.843832,J1gp
1117536.77,1256798.34,1537,931.9006697,J1gp
1117636.77,1256798.34,1539,842.9576449,J1gp
1117736.77,1256798.34,1527,753.9686924,J1gp
1117836.77,1256798.34,1469,664.9653479,J1gp
1117936.77,1256798.34,1423,575.9623307,J1gp
1118036.77,1256798.34,1398,486.9590283,J1gp
1118136.77,1256798.34,1394,397.956019,J1gp
1102936.77,1256698.34,924,31.4802281,K1ls_mi
1103036.77,1256698.34,945,82.17808186,K1ls_mi
1103136.77,1256698.34,959,61.7759211,K1ls_mi
1103236.77,1256698.34,964,30.39559567,K1ls_mi
1103336.77,1256698.34,983,122.5669333,K1ls_mi
1103436.77,1256698.34,1003,214.3961663,K1ls_mi
1103536.77,1256698.34,1016,305.0851034,K1ls_mi
1103636.77,1256698.34,1042,395.7740133,K1ls_mi
1103736.77,1256698.34,1084,462.3277148,K1ls_mi
1103836.77,1256698.34,1106,515.5751829,K1ls_mi
1103936.77,1256698.34,1120,575.299545,K1ls_mi
1104036.77,1256698.34,1135,637.2554457,K1ls_mi
1104136.77,1256698.34,1152,699.2115682,K1ls_mi
1104236.77,1256698.34,1159,756.352148,K1ls_mi
1104336.77,1256698.34,1164,803.9274494,K1ls_mi
1104436.77,1256698.34,1179,851.5027314,K1ls_mi
1104536.77,1256698.34,1214,886.1843414,K1ls_mi
1104636.77,1256698.34,1246,836.5344538,K1ls_mi
1104736.77,1256698.34,1278,796.3958574,K1ls_mi
1104836.77,1256698.34,1313,767.2165271,K1ls_mi
1104936.77,1256698.34,1354,744.7068694,K1ls_mm
1105036.77,1256698.34,1365,722.3413949,K1ls_mm
1105136.77,1256698.34,1356,700.4403993,K1ls_mm
1105236.77,1256698.34,1362,678.7248169,K1ls_mm
1105336.77,1256698.34,1354,645.6644412,K1ls_mm
1105436.77,1256698.34,1341,605.1915561,K1ls_mm
1105536.77,1256698.34,1329,575.0050372,K1ls_mm
1105636.77,1256698.34,1292,555.5852567,K1ls_mi
1105736.77,1256698.34,1251,536.4665727,K1ls_mi
1105836.77,1256698.34,1213,514.9264423,K1ls_mi
1105936.77,1256698.34,1182,494.8374129,K1ls_mi
1106036.77,1256698.34,1119,485.2674175,J1-2j
1106136.77,1256698.34,959,476.2148775,J1-2j
1106236.77,1256698.34,946,464.9374986,J1-2j
1106336.77,1256698.34,959,451.7400139,J1-2j
1106436.77,1256698.34,952,431.5489315,J1-2j
1106536.77,1256698.34,929,411.3578666,J1-2j
1106636.77,1256698.34,951,386.8373095,J1-2j
1106736.77,1256698.34,932,361.4512198,J1-2j
1106836.77,1256698.34,914,330.7522002,J1-2j
1106936.77,1256698.34,951,282.351635,J1-2j
1107036.77,1256698.34,963,223.1690663,J1-2j
1107136.77,1256698.34,959,158.8529867,J1-2j
1107236.77,1256698.34,922,82.07878783,J1-2j
1107336.77,1256698.34,880,0.054775207,J1-2j
1107436.77,1256698.34,834,82.07902481,J1-2j
1107536.77,1256698.34,875,162.9727665,J1-2j
1107636.77,1256698.34,887,241.8248033,J1-2j
1107736.77,1256698.34,831,165.8636473,J1-2j
1107836.77,1256698.34,772,78.67118827,J1-2j
1107936.77,1256698.34,739,5.847938996,J1-2j
1108036.77,1256698.34,745,61.86381595,J1-2j
1108136.77,1256698.34,789,135.1596394,J1-2j
1108236.77,1256698.34,856,191.4279192,J1-2j
1108336.77,1256698.34,906,201.605088,J1-2j
1108436.77,1256698.34,941,206.3665417,J1-2j
1108536.77,1256698.34,940,225.9750734,J1-2j
1108636.77,1256698.34,932,254.9435515,J1-2j
1108736.77,1256698.34,940,297.9578062,J1-2j
1108836.77,1256698.34,991,339.1463814,J1-2j
1108936.77,1256698.34,1042,374.7530959,J1-2j
1109036.77,1256698.34,1089,411.3579121,J1-2j
1109136.77,1256698.34,1111,424.9102952,J1-2j
1109236.77,1256698.34,1133,456.1902491,J1-2j
1109336.77,1256698.34,1170,459.4382487,J1-2j
1109436.77,1256698.34,1219,381.5540184,J1-2j
1109536.77,1256698.34,1285,311.0816086,J1-2j
1109636.77,1256698.34,1318,245.3726197,J1-2j
1109736.77,1256698.34,1323,164.0888027,J1-2j
1109836.77,1256698.34,1247,79.1081866,J1-2j
1109936.77,1256698.34,1255,10.65575193,J1-2j
1110036.77,1256698.34,1331,52.24770218,K1ls_mi
1110136.77,1256698.34,1391,107.5598081,K1ls_ms
1110236.77,1256698.34,1445,145.8886529,K1ls_ms
1110336.77,1256698.34,1474,147.3046978,K1ls_ms
1110436.77,1256698.34,1496,154.9696623,K1ls_ms
1110536.77,1256698.34,1526,162.6351599,K1ls_ms
1110636.77,1256698.34,1555,165.2987009,K1ls_ms
1110736.77,1256698.34,1560,165.0882447,K1ls_ms
1110836.77,1256698.34,1555,156.8823549,K1ls_ms
1110936.77,1256698.34,1557,144.64956,K1ls_ms
1111036.77,1256698.34,1560,144.2054322,K1ls_ms
1111136.77,1256698.34,1572,144.3710117,K1ls_ms
1111236.77,1256698.34,1581,158.5289674,K1ls_ms
1111336.77,1256698.34,1588,173.0708624,K1ls_ms
1111436.77,1256698.34,1586,187.5235842,K1ls_ms
1111536.77,1256698.34,1592,190.3966714,K1ls_ms
1111636.77,1256698.34,1599,190.1845467,K1ls_ms
1111736.77,1256698.34,1600,205.0892149,K1ls_ms
1111836.77,1256698.34,1600,250.0018273,K1ls_ms
1111936.77,1256698.34,1606,295.8623717,K1ls_ms
1112036.77,1256698.34,1610.002197,344.2371431,K1ls_ms
1112136.77,1256698.34,1615,398.7028704,K1ls_ms
1112236.77,1256698.34,1624,436.4273098,K1ls_ms
1112336.77,1256698.34,1622,457.0877984,K1ls_ms
1112436.77,1256698.34,1620.006592,482.6585551,K1ls_ms
1112536.77,1256698.34,1618.041992,526.0938696,K1ls_ms
1112636.77,1256698.34,1624,582.9866827,K1ls_ms
1112736.77,1256698.34,1626,641.6287665,K1ls_ms
1112836.77,1256698.34,1619.006104,673.9486593,K1ls_ms
1112936.77,1256698.34,1622,709.3454799,K1ls_ms
1113036.77,1256698.34,1614,752.4739007,K1ls_ms
1113136.77,1256698.34,1612.011353,795.8537198,K1ls_ms
1113236.77,1256698.34,1617,839.4576862,K1ls_ms
1113336.77,1256698.34,1620,889.2695713,K1ls_ms
1113436.77,1256698.34,1624,942.281106,K1ls_ms
1113536.77,1256698.34,1616.020508,995.292616,K1ls_ms
1113636.77,1256698.34,1622,1048.303973,K1ls_ms
1113736.77,1256698.34,1632,1101.315352,K1ls_ms
1113836.77,1256698.34,1634,1154.326748,K1ls_ms
1113936.77,1256698.34,1636.006104,1207.338154,K1ls_ms
1114036.77,1256698.34,1635.031982,1260.349484,K1ls_ms
1114136.77,1256698.34,1637.005249,1309.840747,K1ls_ms
1114236.77,1256698.34,1639,1356.815853,K1ls_ms
1114336.77,1256698.34,1644,1403.790992,K1ls_ms
1114436.77,1256698.34,1648,1450.766134,K1ls_ms
1114536.77,1256698.34,1650,1497.741138,K1ls_ms
1114636.77,1256698.34,1659,1544.716172,K1ls_ms
1114736.77,1256698.34,1663,1591.69123,K1ls_ms
1114836.77,1256698.34,1661,1570.706545,K1ls_ms
1114936.77,1256698.34,1665,1475.90239,K1ls_ms
1115036.77,1256698.34,1673,1381.828579,K1ls_ms
1115136.77,1256698.34,1680,1288.645065,K1ls_ms
1115236.77,1256698.34,1688,1196.559859,K1ls_ms
1115336.77,1256698.34,1683,1105.847359,K1ls_ms
1115436.77,1256698.34,1636,1016.874988,K1ls_ms
1115536.77,1256698.34,1605,930.1422256,K1ls_ms
1115636.77,1256698.34,1601,846.3378872,K1ls_ms
1115736.77,1256698.34,1609,766.4231878,K1ls_mm
1115836.77,1256698.34,1602,691.7474924,K1ls_mi
1115936.77,1256698.34,1561,624.193939,J1-2j
1116036.77,1256698.34,1542,566.3169839,OSs
1116136.77,1256698.34,1519,521.3493401,OSs
1116236.77,1256698.34,1504,492.837377,OSs
1116336.77,1256698.34,1483,483.6998533,OSs
1116436.77,1256698.34,1458,495.0108264,OSs
1116536.77,1256698.34,1434,525.4514026,OSs
1116636.77,1256698.34,1404,571.9151058,OSs
1116736.77,1256698.34,1384,624.0512141,OSs
1116836.77,1256698.34,1378,676.1871795,OSs
1116936.77,1256698.34,1366,729.1565338,OSs
1117036.77,1256698.34,1378,782.8349472,OSs
1117136.77,1256698.34,1415,836.5960451,OSs
1117236.77,1256698.34,1468,895.3668969,OSs
1117336.77,1256698.34,1502,960.9703351,J1gp
1117436.77,1256698.34,1513,1023.105746,J1gp
1117536.77,1256698.34,1503,977.5272717,J1gp
1117636.77,1256698.34,1497,888.5239378,J1gp
1117736.77,1256698.34,1507,799.5208167,J1gp
1117836.77,1256698.34,1493,710.5174667,J1gp
1117936.77,1256698.34,1457,621.5144215,J1gp
1118036.77,1256698.34,1405,532.5111445,J1gp
1118136.77,1256698.34,1377,443.5081033,J1gp
1102736.77,1256598.34,946,32.55644145,K1ls_mi
1102836.77,1256598.34,962,76.78627318,K1ls_mi
1102936.77,1256598.34,966,121.1076687,K1ls_mi
1103036.77,1256598.34,966,165.817161,K1ls_mi
1103136.77,1256598.34,978,100.5299914,K1ls_mi
1103236.77,1256598.34,972,9.091689593,K1ls_mi
1103336.77,1256598.34,984,81.60172887,K1ls_mi
1103436.77,1256598.34,1011,172.2904592,K1ls_mi
1103536.77,1256598.34,1039,259.7982093,K1ls_mi
1103636.77,1256598.34,1062,340.7092006,K1ls_mi
1103736.77,1256598.34,1077,422.7235204,K1ls_mi
1103836.77,1256598.34,1104,505.2153791,K1ls_mi
1103936.77,1256598.34,1135,584.917884,K1ls_mi
1104036.77,1256598.34,1147,664.2678434,K1ls_mi
1104136.77,1256598.34,1170,745.1211723,K1ls_mi
1104236.77,1256598.34,1195,829.5118173,K1ls_mi
1104336.77,1256598.34,1213,891.8701326,K1ls_mi
1104436.77,1256598.34,1206,939.4453719,K1ls_mi
1104536.77,1256598.34,1226,971.8961697,K1ls_mi
1104636.77,1256598.34,1256,926.8462603,K1ls_mi
1104736.77,1256598.34,1280,890.7864044,K1ls_mi
1104836.77,1256598.34,1314,864.6157776,K1ls_mi
1104936.77,1256598.34,1337,842.1327976,K1ls_mm
1105036.77,1256598.34,1333,819.8996447,K1ls_mm
1105136.77,1256598.34,1312,798.0203693,K1ls_mm
1105236.77,1256598.34,1296,776.3302252,K1ls_mm
1105336.77,1256598.34,1290,736.9335935,K1ls_mi
1105436.77,1256598.34,1271,698.8180771,K1ls_mi
1105536.77,1256598.34,1258,672.8451813,K1ls_mi
1105636.77,1256598.34,1200,653.7264733,K1ls_mi
1105736.77,1256598.34,1166,634.3600995,K1ls_mi
1105836.77,1256598.34,1149,612.4917678,K1ls_mi
1105936.77,1256598.34,1122,594.0587391,K1ls_mi
1106036.77,1256598.34,1058,584.8428879,J1-2j
1106136.77,1256598.34,970,575.7903013,J1-2j
1106236.77,1256598.34,898,564.1299194,J1-2j
1106336.77,1256598.34,894,549.6662109,J1-2j
1106436.77,1256598.34,880,529.4750884,J1-2j
1106536.77,1256598.34,890,508.9332384,J1-2j
1106636.77,1256598.34,916,483.5467175,J1-2j
1106736.77,1256598.34,879,456.9527473,J1-2j
1106836.77,1256598.34,865,422.123292,J1-2j
1106936.77,1256598.34,896,362.9407732,J1-2j
1107036.77,1256598.34,897,299.8372644,J1-2j
1107136.77,1256598.34,889,221.2559649,J1-2j
1107236.77,1256598.34,876,139.1770873,J1-2j
1107336.77,1256598.34,847,57.09842828,J1-2j
1107436.77,1256598.34,811,22.64749508,J1-2j
1107536.77,1256598.34,824,101.4949047,J1-2j
1107636.77,1256598.34,840,180.3474202,J1-2j
1107736.77,1256598.34,795,116.9288946,J1-2j
1107836.77,1256598.34,734,29.7363697,J1-2j
1107936.77,1256598.34,736,57.45614515,J1-2j
1108036.77,1256598.34,790,135.4468628,J1-2j
1108136.77,1256598.34,815,203.1419325,J1-2j
1108236.77,1256598.34,834,276.3508295,J1-2j
1108336.77,1256598.34,872,301.5851529,J1-2j
1108436.77,1256598.34,923,305.0085814,J1-2j
1108536.77,1256598.34,972,324.0184487,J1-2j
1108636.77,1256598.34,1033,347.1397092,J1-2j
1108736.77,1256598.34,1050,388.2176259,J1-2j
1108836.77,1256598.34,1064,431.2318226,J1-2j
1108936.77,1256598.34,1086,468.2072434,J1-2j
1109036.77,1256598.34,1117,504.029242,J1-2j
1109136.77,1256598.34,1164,523.12711,J1-2j
1109236.77,1256598.34,1186,548.91631,J1-2j
1109336.77,1256598.34,1218,522.5532798,J1-2j
1109436.77,1256598.34,1290,452.1522183,J1-2j
1109536.77,1256598.34,1413,386.4431859,K1ls_mi
1109636.77,1256598.34,1484,301.3280678,K1ls_mi
1109736.77,1256598.34,1488,220.1817488,J1-2j
1109836.77,1256598.34,1481,151.9063594,J1-2j
1109936.77,1256598.34,1422,86.35973173,J1-2j
1110036.77,1256598.34,1409,31.04516769,J1-2j
1110136.77,1256598.34,1393,20.73091638,K1ls_ms
1110236.77,1256598.34,1401,45.90617566,K1ls_ms
1110336.77,1256598.34,1424,47.61417341,K1ls_ms
1110436.77,1256598.34,1446,55.28082405,K1ls_ms
1110536.77,1256598.34,1479,62.94447383,K1ls_ms
1110636.77,1256598.34,1481,65.31415626,K1ls_ms
1110736.77,1256598.34,1487,65.10372732,K1ls_ms
1110836.77,1256598.34,1491,57.69651573,K1ls_ms
1110936.77,1256598.34,1497,45.07773133,K1ls_ms
1111036.77,1256598.34,1499,44.22276408,K1ls_ms
1111136.77,1256598.34,1514,44.98812849,K1ls_ms
1111236.77,1256598.34,1532,59.62079884,K1ls_ms
1111336.77,1256598.34,1555,74.13573591,K1ls_ms
1111436.77,1256598.34,1582,88.58870258,K1ls_ms
1111536.77,1256598.34,1594,90.41209623,K1ls_ms
1111636.77,1256598.34,1592.003052,90.19999912,K1ls_ms
1111736.77,1256598.34,1597,115.2946841,K1ls_ms
1111836.77,1256598.34,1605,161.1553005,K1ls_ms
1111936.77,1256598.34,1610,207.0159559,K1ls_ms
1112036.77,1256598.34,1610.01355,260.3895624,K1ls_ms
1112136.77,1256598.34,1615,312.5794429,K1ls_ms
1112236.77,1256598.34,1617.003052,340.3878759,K1ls_ms
1112336.77,1256598.34,1618,358.7988524,K1ls_ms
1112436.77,1256598.34,1620,390.5872219,K1ls_ms
1112536.77,1256598.34,1619,443.0451288,K1ls_ms
1112636.77,1256598.34,1619,502.8905967,K1ls_ms
1112736.77,1256598.34,1614,547.0121937,K1ls_ms
1112836.77,1256598.34,1613,579.3502109,K1ls_ms
1112936.77,1256598.34,1610.025391,619.0107726,K1ls_ms
1113036.77,1256598.34,1610.033569,662.3905254,K1ls_ms
1113136.77,1256598.34,1618,705.7702781,K1ls_ms
1113236.77,1256598.34,1615.002197,751.7741595,K1ls_ms
1113336.77,1256598.34,1621,804.4957376,K1ls_ms
1113436.77,1256598.34,1615.044189,857.5072894,K1ls_ms
1113536.77,1256598.34,1616.01709,910.5188384,K1ls_ms
1113636.77,1256598.34,1621,963.5301999,K1ls_ms
1113736.77,1256598.34,1630,1016.541589,K1ls_ms
1113836.77,1256598.34,1638,1069.552999,K1ls_ms
1113936.77,1256598.34,1639,1122.564422,K1ls_ms
1114036.77,1256598.34,1640,1174.603996,K1ls_ms
1114136.77,1256598.34,1644,1221.579144,K1ls_ms
1114236.77,1256598.34,1641,1268.554263,K1ls_ms
1114336.77,1256598.34,1641.009644,1315.529419,K1ls_ms
1114436.77,1256598.34,1642.003052,1362.504593,K1ls_ms
1114536.77,1256598.34,1647,1409.479609,K1ls_ms
1114636.77,1256598.34,1654,1456.454658,K1ls_ms
1114736.77,1256598.34,1655,1503.429735,K1ls_ms
1114836.77,1256598.34,1655,1542.853692,K1ls_ms
1114936.77,1256598.34,1661.002197,1446.224862,K1ls_ms
1115036.77,1256598.34,1668,1350.084713,K1ls_ms
1115136.77,1256598.34,1671.002197,1254.545591,K1ls_ms
1115236.77,1256598.34,1680,1159.756034,K1ls_ms
1115336.77,1256598.34,1692,1065.916023,K1ls_ms
1115436.77,1256598.34,1691,973.3002374,K1ls_ms
1115536.77,1256598.34,1702,882.2942792,K1ls_ms
1115636.77,1256598.34,1702,793.4522541,K1ls_mm
1115736.77,1256598.34,1691,707.5897031,K1ls_mm
1115836.77,1256598.34,1649,625.9339448,K1ls_mm
1115936.77,1256598.34,1589,550.3606166,J1-2j
1116036.77,1256598.34,1543,483.7289386,OSs
1116136.77,1256598.34,1522.004395,430.2138063,OSs
1116236.77,1256598.34,1521,395.1803257,OSs
1116336.77,1256598.34,1491,383.7243578,OSs
1116436.77,1256598.34,1485,397.8876448,OSs
1116536.77,1256598.34,1471,435.1758968,OSs
1116636.77,1256598.34,1436,486.6013437,OSs
1116736.77,1256598.34,1440,538.7372791,OSs
1116836.77,1256598.34,1424,591.1263302,OSs
1116936.77,1256598.34,1403,644.8046175,OSs
1117036.77,1256598.34,1435,698.4828934,OSs
1117136.77,1256598.34,1452,755.004061,OSs
1117236.77,1256598.34,1490,819.6463305,OSs
1117336.77,1256598.34,1532,887.1933096,J1gp
1117436.77,1256598.34,1528,937.932454,J1gp
1117536.77,1256598.34,1501,996.0965326,J1gp
1117636.77,1256598.34,1458,934.0760543,J1gp
1117736.77,1256598.34,1438,845.0729356,J1gp
1117836.77,1256598.34,1448,756.0695804,J1gp
1117936.77,1256598.34,1452,667.0665108,J1gp
1118036.77,1256598.34,1435,578.0632553,J1gp
1118136.77,1256598.34,1411,489.0189525,J1gp
1118236.77,1256598.34,1351,398.9684723,J1gp
1102436.77,1256498.34,919,0.205830458,K1ls_mi
1102536.77,1256498.34,948,41.07043886,K1ls_mi
1102636.77,1256498.34,971,82.34666376,K1ls_mi
1102736.77,1256498.34,982,123.6228695,K1ls_mi
1102836.77,1256498.34,994,166.41358,K1ls_mi
1102936.77,1256498.34,1001,210.7347995,K1ls_mi
1103036.77,1256498.34,1001,232.5709675,K1ls_mi
1103136.77,1256498.34,1006,141.882234,K1ls_mi
1103236.77,1256498.34,1013,51.1946717,K1ls_mi
1103336.77,1256498.34,991,39.23336727,K1ls_mi
1103436.77,1256498.34,1004,120.1438529,K1ls_mi
1103536.77,1256498.34,1033,201.2379897,K1ls_mi
1103636.77,1256498.34,1065,283.7301717,K1ls_mi
1103736.77,1256498.34,1093,365.3828463,K1ls_mi
1103836.77,1256498.34,1122,444.732968,K1ls_mi
1103936.77,1256498.34,1136,524.1110658,K1ls_mi
1104036.77,1256498.34,1152,606.9422386,K1ls_mi
1104136.77,1256498.34,1176,691.730637,K1ls_mi
1104236.77,1256498.34,1189,776.5190119,K1ls_mi
1104336.77,1256498.34,1228,861.4122476,K1ls_mi
1104436.77,1256498.34,1245,948.4257761,K1ls_mi
1104536.77,1256498.34,1254,1037.743137,K1ls_mi
1104636.77,1256498.34,1282,1018.966462,K1ls_mi
1104736.77,1256498.34,1289,986.2804027,K1ls_mi
1104836.77,1256498.34,1292,962.0416818,K1ls_mi
1104936.77,1256498.34,1273,939.5584674,K1ls_mi
1105036.77,1256498.34,1263,917.4579016,K1ls_mi
1105136.77,1256498.34,1226,895.6257584,K1ls_mi
1105236.77,1256498.34,1215,869.0340085,K1ls_mi
1105336.77,1256498.34,1210,828.2823698,K1ls_mi
1105436.77,1256498.34,1206,793.9969004,K1ls_mi
1105536.77,1256498.34,1188,770.9864294,K1ls_mi
1105636.77,1256498.34,1147,751.8677315,K1ls_mi
1105736.77,1256498.34,1105,731.9255842,K1ls_mi
1105836.77,1256498.34,1080,710.0571332,K1ls_mi
1105936.77,1256498.34,1055,693.4898877,K1ls_mi
1106036.77,1256498.34,976,684.4183562,J1-2j
1106136.77,1256498.34,937,675.3657291,J1-2j
1106236.77,1256498.34,862,663.3220669,J1-2j
1106336.77,1256498.34,840,647.5923499,J1-2j
1106436.77,1256498.34,828,627.4012776,J1-2j
1106536.77,1256498.34,864,605.6425719,J1-2j
1106636.77,1256498.34,882,580.2563374,J1-2j
1106736.77,1256498.34,838,551.9423909,J1-2j
1106836.77,1256498.34,819,502.7122377,J1-2j
1106936.77,1256498.34,845,440.8219697,J1-2j
1107036.77,1256498.34,842,360.4331768,J1-2j
1107136.77,1256498.34,826,278.354265,J1-2j
1107236.77,1256498.34,836,196.5395231,J1-2j
1107336.77,1256498.34,846,117.6867656,J1-2j
1107436.77,1256498.34,826,38.83696737,J1-2j
1107536.77,1256498.34,795,40.01725979,J1-2j
1107636.77,1256498.34,788,111.7885303,J1-2j
1107736.77,1256498.34,749,68.03501884,J1-2j
1107836.77,1256498.34,719,19.18182029,J1-2j
1107936.77,1256498.34,733,106.3910048,J1-2j
1108036.77,1256498.34,771,193.583395,J1-2j
1108136.77,1256498.34,830,276.7246349,J1-2j
1108236.77,1256498.34,873,344.4327709,J1-2j
1108336.77,1256498.34,894,401.5652191,J1-2j
1108436.77,1256498.34,921,404.311134,J1-2j
1108536.77,1256498.34,961,422.0623804,J1-2j
1108636.77,1256498.34,1001,442.6840165,J1-2j
1108736.77,1256498.34,1056,478.4774681,J1-2j
1108836.77,1256498.34,1103,521.4916588,J1-2j
1108936.77,1256498.34,1129,561.6229787,J1-2j
1109036.77,1256498.34,1158,597.1989533,J1-2j
1109136.77,1256498.34,1193,621.9039959,J1-2j
1109236.77,1256498.34,1234,643.751824,J1-2j
1109336.77,1256498.34,1274,593.239138,J1-2j
1109436.77,1256498.34,1336,524.2119971,K1ls_mi
1109536.77,1256498.34,1439,439.3814974,K1ls_mi
1109636.77,1256498.34,1485,361.5107242,K1ls_mi
1109736.77,1256498.34,1521,293.1625408,K1ls_mi
1109836.77,1256498.34,1528,226.0742135,K1ls_mi
1109936.77,1256498.34,1472,169.6498248,K1ls_mi
1110036.77,1256498.34,1449,115.6214714,K1ls_mi
1110136.77,1256498.34,1434,66.17133613,K1ls_mi
1110236.77,1256498.34,1409,54.08197883,K1ls_mi
