X,Y,Z,DF,Formacion
1109036.77,1259898.34,1284,48.77361345,K1ls_mi
1109136.77,1259898.34,1309,99.60027642,K1ls_mi
1109236.77,1259898.34,1317,161.4848131,K1ls_mi
1109336.77,1259898.34,1330,247.2834476,K1ls_mi
1109436.77,1259898.34,1350,340.9031155,K1ls_mi
1109536.77,1259898.34,1384,437.3497706,K1ls_mi
1109636.77,1259898.34,1414,535.0969541,K1ls_mi
1109736.77,1259898.34,1423,633.5429766,K1ls_mi
1109836.77,1259898.34,1384,732.4060788,K1ls_mi
1109936.77,1259898.34,1364,831.537502,K1ls_mi
1110036.77,1259898.34,1358,930.8515164,K1ls_mi
1110136.77,1259898.34,1352,1030.295314,K1ls_mi
1110236.77,1259898.34,1326,1129.834618,K1ls_mi
1110336.77,1259898.34,1316,1229.446225,K1ls_mi
1110436.77,1259898.34,1303,1329.113873,K1ls_mi
1110536.77,1259898.34,1279,1428.825828,K1ls_mi
1110636.77,1259898.34,1259,1528.573414,K1ls_mi
1110736.77,1259898.34,1260,1628.350079,K1ls_mi
1110836.77,1259898.34,1267,1726.064123,K1ls_mi
1110936.77,1259898.34,1282,1699.963062,K1ls_mi
1111036.77,1259898.34,1300,1677.153411,K1ls_mi
1111136.77,1259898.34,1307,1655.788806,K1ls_mi
1111236.77,1259898.34,1294,1637.501137,K1ls_mi
1111336.77,1259898.34,1275,1613.630146,K1ls_mi
1111436.77,1259898.34,1278,1585.49282,K1ls_mi
1111536.77,1259898.34,1287,1560.574324,K1ls_mi
1111636.77,1259898.34,1309,1541.749274,K1ls_mi
1111736.77,1259898.34,1299,1519.78061,K1ls_mi
1111836.77,1259898.34,1297,1483.49677,J1-2j
1111936.77,1259898.34,1295,1453.144665,J1-2j
1112036.77,1259898.34,1310,1424.627864,J1-2j
1112136.77,1259898.34,1322,1389.557958,J1-2j
1112236.77,1259898.34,1275,1359.612967,J1-2j
1112336.77,1259898.34,1259,1330.179598,J1-2j
1112436.77,1259898.34,1245,1301.025241,J1-2j
1112536.77,1259898.34,1227,1274.605959,J1-2j
1112636.77,1259898.34,1203,1248.548591,J1-2j
1112736.77,1259898.34,1219,1221.440044,J1-2j
1112836.77,1259898.34,1224,1182.681355,J1-2j
1112936.77,1259898.34,1213,1151.054311,OSs
1113036.77,1259898.34,1213,1123.973814,OSs
1113136.77,1259898.34,1225,1097.256359,OSs
1113236.77,1259898.34,1239,1076.936507,OSs
1113336.77,1259898.34,1233,1065.648456,OSs
1113436.77,1259898.34,1229,1060.662638,OSs
1113536.77,1259898.34,1222,1048.430278,OSs
1113636.77,1259898.34,1201,1035.990194,OSs
1113736.77,1259898.34,1155,1030.676983,J1-2j
1113836.77,1259898.34,1112,1033.774929,J1-2j
1113936.77,1259898.34,1128,1036.030289,J1-2j
1114036.77,1259898.34,1156,1028.551783,J1-2j
1114136.77,1259898.34,1175,1021.053398,J1-2j
1114236.77,1259898.34,1142,1023.217941,J1-2j
1114336.77,1259898.34,1091,1035.054717,J1-2j
1114436.77,1259898.34,1094,1056.264694,J1-2j
1114536.77,1259898.34,1073,1082.896351,J1-2j
1114636.77,1259898.34,1067,1102.73473,J1-2j
1114736.77,1259898.34,1096,1086.493261,J1-2j
1114836.77,1259898.34,1117,1064.3715,J1-2j
1114936.77,1259898.34,1122,1040.748973,J1-2j
1115036.77,1259898.34,1112,1011.752754,J1-2j
1115136.77,1259898.34,1115,983.1663944,J1-2j
1115236.77,1259898.34,1145,954.5662096,J1-2j
1115336.77,1259898.34,1161,922.5115196,J1gp
1115436.77,1259898.34,1132,879.6620505,J1gp
1115536.77,1259898.34,1116,822.3251066,J1gp
1115636.77,1259898.34,1109,764.9881647,J1gp
1115736.77,1259898.34,1079,708.550183,J1gp
1115836.77,1259898.34,1060,652.4744383,J1gp
1115936.77,1259898.34,1062,585.8554076,J1gp
1116036.77,1259898.34,1095,519.8314273,J1gp
1116136.77,1259898.34,1068,464.5959227,J1gp
1108736.77,1259798.34,1350,0.58087872,K1ls_mi
1108836.77,1259798.34,1315,43.14845829,K1ls_mi
1108936.77,1259798.34,1311,86.86124004,K1ls_mi
1109036.77,1259798.34,1329,135.496044,K1ls_mi
1109136.77,1259798.34,1348,185.256022,K1ls_mi
1109236.77,1259798.34,1371,237.5281876,K1ls_mi
1109336.77,1259798.34,1390,302.4801351,K1ls_mi
1109436.77,1259798.34,1419,382.831627,K1ls_mi
1109536.77,1259798.34,1463,470.7652644,K1ls_mi
1109636.77,1259798.34,1505,562.7378203,K1ls_mi
1109736.77,1259798.34,1510,657.0554003,K1ls_mi
1109836.77,1259798.34,1469,752.8371351,K1ls_mi
1109936.77,1259798.34,1442,849.5879569,K1ls_mi
1110036.77,1259798.34,1426,947.0108852,K1ls_mi
1110136.77,1259798.34,1405,1044.917937,K1ls_mi
1110236.77,1259798.34,1383,1143.184726,K1ls_mi
1110336.77,1259798.34,1360,1241.725842,K1ls_mi
1110436.77,1259798.34,1332,1340.480781,K1ls_mi
1110536.77,1259798.34,1327,1439.405529,K1ls_mi
1110636.77,1259798.34,1312,1538.467323,K1ls_mi
1110736.77,1259798.34,1288,1630.072634,K1ls_mi
1110836.77,1259798.34,1271,1626.083309,K1ls_mi
1110936.77,1259798.34,1286,1603.445636,K1ls_mi
1111036.77,1259798.34,1298,1579.478434,K1ls_mi
1111136.77,1259798.34,1315,1558.111606,K1ls_mi
1111236.77,1259798.34,1314,1538.776222,K1ls_mi
1111336.77,1259798.34,1308,1517.842726,K1ls_mi
1111436.77,1259798.34,1337,1489.544616,K1ls_mi
1111536.77,1259798.34,1344,1463.184975,K1ls_mi
1111636.77,1259798.34,1362,1443.090071,K1ls_mi
1111736.77,1259798.34,1369,1428.018111,K1ls_mi
1111836.77,1259798.34,1344,1389.647761,K1ls_mi
1111936.77,1259798.34,1342,1357.212516,K1ls_mi
1112036.77,1259798.34,1356,1329.954211,K1ls_mi
1112136.77,1259798.34,1338,1295.210154,K1ls_mi
1112236.77,1259798.34,1282,1264.069436,J1-2j
1112336.77,1259798.34,1275,1234.602345,J1-2j
1112436.77,1259798.34,1260,1205.341918,J1-2j
1112536.77,1259798.34,1245,1178.0768,J1-2j
1112636.77,1259798.34,1229,1152.019423,J1-2j
1112736.77,1259798.34,1233,1126.1573,J1-2j
1112836.77,1259798.34,1231,1089.751099,J1-2j
1112936.77,1259798.34,1233,1055.370628,OSs
1113036.77,1259798.34,1231,1027.717566,OSs
1113136.77,1259798.34,1242,1000.67024,OSs
1113236.77,1259798.34,1256,978.3486468,J1-2j
1113336.77,1259798.34,1262,965.9091696,OSs
1113436.77,1259798.34,1250,960.7939557,OSs
1113536.77,1259798.34,1228,949.2759031,OSs
1113636.77,1259798.34,1189,936.5661409,J1-2j
1113736.77,1259798.34,1149,930.6943467,J1-2j
1113836.77,1259798.34,1142,933.8821017,J1-2j
1113936.77,1259798.34,1148,936.0588419,J1-2j
1114036.77,1259798.34,1173,929.2455143,J1-2j
1114136.77,1259798.34,1189,921.1087162,J1-2j
1114236.77,1259798.34,1151,923.507534,J1-2j
1114336.77,1259798.34,1112,936.6053231,J1-2j
1114436.77,1259798.34,1116,959.8556147,J1-2j
1114536.77,1259798.34,1103,986.5389856,J1-2j
1114636.77,1259798.34,1064.015747,1002.8454,J1-2j
1114736.77,1259798.34,1089,988.63446,J1-2j
1114836.77,1259798.34,1114,967.0794037,J1-2j
1114936.77,1259798.34,1140,944.0363595,J1-2j
1115036.77,1259798.34,1147,916.0660642,J1-2j
1115136.77,1259798.34,1149,887.2707891,J1-2j
1115236.77,1259798.34,1178,858.9735018,J1gp
1115336.77,1259798.34,1172,827.8055738,J1gp
1115436.77,1259798.34,1137,790.7779518,J1gp
1115536.77,1259798.34,1119,740.4154318,J1gp
1115636.77,1259798.34,1097,683.0785312,J1gp
1115736.77,1259798.34,1078,625.7802185,J1gp
1115836.77,1259798.34,1079,569.6963693,J1gp
1115936.77,1259798.34,1102,511.948246,J1gp
1116036.77,1259798.34,1111,444.6104607,J1gp
1116136.77,1259798.34,1092,379.7726059,J1gp
1108636.77,1259698.34,1399,50.30800107,K1ls_mi
1108736.77,1259698.34,1406,90.64145894,K1ls_mi
1108836.77,1259698.34,1385,133.0724836,K1ls_mi
1108936.77,1259698.34,1374,176.7850761,K1ls_mi
1109036.77,1259698.34,1389,222.2199002,K1ls_mi
1109136.77,1259698.34,1422,271.9795258,K1ls_mi
1109236.77,1259698.34,1449,322.064474,K1ls_mi
1109336.77,1259698.34,1494,376.6078312,K1ls_mi
1109436.77,1259698.34,1535,443.7333291,K1ls_mm
1109536.77,1259698.34,1563,521.4970118,K1ls_mm
1109636.77,1259698.34,1578,605.8160116,K1ls_mm
1109736.77,1259698.34,1583,694.3061075,K1ls_mm
1109836.77,1259698.34,1586,785.5589794,K1ls_mm
1109936.77,1259698.34,1561,878.7143114,K1ls_mi
1110036.77,1259698.34,1555,973.2259489,K1ls_mi
1110136.77,1259698.34,1507,1068.734117,K1ls_mi
1110236.77,1259698.34,1485,1164.993743,K1ls_mi
1110336.77,1259698.34,1454,1261.832856,K1ls_mi
1110436.77,1259698.34,1445,1359.127588,K1ls_mi
1110536.77,1259698.34,1441,1456.786648,K1ls_mi
1110636.77,1259698.34,1376,1541.091794,K1ls_mi
1110736.77,1259698.34,1344,1530.352965,K1ls_mi
1110836.77,1259698.34,1323,1526.103017,K1ls_mi
1110936.77,1259698.34,1316,1507.380274,K1ls_mi
1111036.77,1259698.34,1322,1481.88647,K1ls_mi
1111136.77,1259698.34,1328,1460.436573,K1ls_mi
1111236.77,1259698.34,1330,1440.225126,K1ls_mi
1111336.77,1259698.34,1370,1422.618364,K1ls_mi
1111436.77,1259698.34,1393,1393.602545,K1ls_mi
1111536.77,1259698.34,1410,1366.170614,K1ls_mi
1111636.77,1259698.34,1411,1344.626679,K1ls_mi
1111736.77,1259698.34,1415,1329.131461,K1ls_mi
1111836.77,1259698.34,1407,1296.704527,K1ls_mi
1111936.77,1259698.34,1391,1261.909659,K1ls_mi
1112036.77,1259698.34,1394,1233.649645,K1ls_mi
1112136.77,1259698.34,1362,1201.750614,K1ls_mi
1112236.77,1259698.34,1312,1168.525812,J1-2j
1112336.77,1259698.34,1300,1139.0588,J1-2j
1112436.77,1259698.34,1291,1109.721812,J1-2j
1112536.77,1259698.34,1264,1081.547605,J1-2j
1112636.77,1259698.34,1256,1055.490251,J1-2j
1112736.77,1259698.34,1258,1029.433108,J1-2j
1112836.77,1259698.34,1256,998.0897739,J1-2j
1112936.77,1259698.34,1247,960.5327495,OSs
1113036.77,1259698.34,1249,931.4612677,J1-2j
1113136.77,1259698.34,1263,904.4137315,J1-2j
1113236.77,1259698.34,1290,880.0758807,J1-2j
1113336.77,1259698.34,1296,866.2263309,J1-2j
1113436.77,1259698.34,1268,860.9253251,J1-2j
1113536.77,1259698.34,1217,850.1215558,J1-2j
1113636.77,1259698.34,1184,837.2754598,J1-2j
1113736.77,1259698.34,1159,830.7120384,J1-2j
1113836.77,1259698.34,1174,833.9893583,J1-2j
1113936.77,1259698.34,1180,836.0875446,J1-2j
1114036.77,1259698.34,1192,829.9392354,J1-2j
1114136.77,1259698.34,1206,821.173579,J1-2j
1114236.77,1259698.34,1169,823.8634129,J1-2j
1114336.77,1259698.34,1140,838.5191341,J1-2j
1114436.77,1259698.34,1148,863.4981303,J1-2j
1114536.77,1259698.34,1120,888.9162346,J1-2j
1114636.77,1259698.34,1081,902.9560094,J1-2j
1114736.77,1259698.34,1098,890.7758486,J1-2j
1114836.77,1259698.34,1109,869.7873025,J1-2j
1114936.77,1259698.34,1131,846.7442776,J1-2j
1115036.77,1259698.34,1167,820.3793686,J1-2j
1115136.77,1259698.34,1195,791.3858919,OSs
1115236.77,1259698.34,1200,763.0777695,J1gp
1115336.77,1259698.34,1141,733.0996219,J1gp
1115436.77,1259698.34,1108,699.671168,J1gp
1115536.77,1259698.34,1094,658.4856431,J1gp
1115636.77,1259698.34,1104,601.1690618,J1gp
1115736.77,1259698.34,1075,543.8322708,J1gp
1115836.77,1259698.34,1100,486.9182964,J1gp
1115936.77,1259698.34,1128,430.8427263,J1gp
1116036.77,1259698.34,1129,370.7030911,J1gp
1116136.77,1259698.34,1109,303.3652291,J1gp
1116236.77,1259698.34,1077,241.2808322,J1gp
1108336.77,1259598.34,1349,21.08242127,K1ls_mi
1108436.77,1259598.34,1372,61.27070106,K1ls_mi
1108536.77,1259598.34,1396,101.464693,K1ls_mi
1108636.77,1259598.34,1433,141.796417,K1ls_mi
1108736.77,1259598.34,1452,182.1307741,K1ls_mi
1108836.77,1259598.34,1460,222.9959347,K1ls_mi
1108936.77,1259598.34,1465,266.7087849,K1ls_mi
1109036.77,1259598.34,1457,310.4216139,K1ls_mi
1109136.77,1259598.34,1479,358.7033972,K1ls_mm
1109236.77,1259598.34,1523,408.4629839,K1ls_ms
1109336.77,1259598.34,1559,459.9922414,K1ls_ms
1109436.77,1259598.34,1575,516.9454249,K1ls_ms
1109536.77,1259598.34,1582,585.0576204,K1ls_ms
1109636.77,1259598.34,1570,661.3216364,K1ls_ms
1109736.77,1259598.34,1578,743.2322778,K1ls_ms
1109836.77,1259598.34,1583,829.117687,K1ls_ms
1109936.77,1259598.34,1571,917.8627625,K1ls_ms
1110036.77,1259598.34,1595,1008.713011,K1ls_ms
1110136.77,1259598.34,1592,1101.147485,K1ls_mm
1110236.77,1259598.34,1568,1194.798549,K1ls_mm
1110336.77,1259598.34,1536,1289.401136,K1ls_mm
1110436.77,1259598.34,1532,1384.760237,K1ls_mm
1110536.77,1259598.34,1529,1456.689928,K1ls_mi
1110636.77,1259598.34,1513,1442.142347,K1ls_mi
1110736.77,1259598.34,1461,1430.670308,K1ls_mi
1110836.77,1259598.34,1426,1426.123358,K1ls_mi
1110936.77,1259598.34,1382,1411.859256,K1ls_mi
1111036.77,1259598.34,1359,1384.613993,K1ls_mi
1111136.77,1259598.34,1361,1362.76163,K1ls_mi
1111236.77,1259598.34,1383,1341.886146,K1ls_mi
1111336.77,1259598.34,1401,1326.810447,K1ls_mi
1111436.77,1259598.34,1420,1297.660481,K1ls_mi
1111536.77,1259598.34,1430,1269.617205,K1ls_mi
1111636.77,1259598.34,1435,1246.405503,K1ls_mi
1111736.77,1259598.34,1444,1230.244842,K1ls_mi
1111836.77,1259598.34,1453,1204.889268,K1ls_mi
1111936.77,1259598.34,1449,1167.390226,K1ls_mi
1112036.77,1259598.34,1430,1137.345087,K1ls_mi
1112136.77,1259598.34,1392,1109.33361,K1ls_mi
1112236.77,1259598.34,1359,1073.382129,K1ls_mi
1112336.77,1259598.34,1340,1043.515231,J1-2j
1112436.77,1259598.34,1337,1014.101638,J1-2j
1112536.77,1259598.34,1301,985.0988855,J1-2j
1112636.77,1259598.34,1278,958.9610763,J1-2j
1112736.77,1259598.34,1284,932.9039844,J1-2j
1112836.77,1259598.34,1279,906.7605503,J1-2j
1112936.77,1259598.34,1268,866.852257,J1-2j
1113036.77,1259598.34,1266,835.2049627,J1-2j
1113136.77,1259598.34,1281,808.1574904,J1-2j
1113236.77,1259598.34,1309,782.236974,J1-2j
1113336.77,1259598.34,1311,766.62196,J1-2j
1113436.77,1259598.34,1281,761.0565517,J1-2j
1113536.77,1259598.34,1231,750.9671985,J1-2j
1113636.77,1259598.34,1207,738.1135569,J1-2j
1113736.77,1259598.34,1186,730.7301924,J1-2j
1113836.77,1259598.34,1193,734.0965983,J1-2j
1113936.77,1259598.34,1210,736.1162001,J1-2j
1114036.77,1259598.34,1211,730.6331394,J1-2j
1114136.77,1259598.34,1226,721.2519532,J1-2j
1114236.77,1259598.34,1192,724.3129355,J1-2j
1114336.77,1259598.34,1173,740.9404074,J1-2j
1114436.77,1259598.34,1180,767.1407733,J1-2j
1114536.77,1259598.34,1143,790.4405099,J1-2j
1114636.77,1259598.34,1100,803.0665688,J1-2j
1114736.77,1259598.34,1110,792.9170087,J1-2j
1114836.77,1259598.34,1131,772.4130579,J1-2j
1114936.77,1259598.34,1160,749.452188,J1-2j
1115036.77,1259598.34,1185,724.6926682,J1-2j
1115136.77,1259598.34,1223,695.696387,OSs
1115236.77,1259598.34,1224,667.1820644,J1gp
1115336.77,1259598.34,1157,638.3936648,J1gp
1115436.77,1259598.34,1121,606.3392116,J1gp
1115536.77,1259598.34,1100,567.3789139,J1gp
1115636.77,1259598.34,1084,519.2595153,J1gp
1115736.77,1259598.34,1074.018433,461.9226444,J1gp
1115836.77,1259598.34,1098,404.5858054,J1gp
1115936.77,1259598.34,1142,348.0647242,J1gp
1116036.77,1259598.34,1134,291.9894245,J1gp
1116136.77,1259598.34,1122,229.4579928,J1gp
1116236.77,1259598.34,1105,162.1203523,J1gp
1108236.77,1259498.34,1349,51.59209981,K1ls_mi
1108336.77,1259498.34,1361,110.2336016,K1ls_mi
1108436.77,1259498.34,1381,152.8219006,K1ls_mi
1108536.77,1259498.34,1425,193.0152888,K1ls_mi
1108636.77,1259498.34,1443,233.2858846,K1ls_mi
1108736.77,1259498.34,1453,273.619382,K1ls_mi
1108836.77,1259498.34,1473,313.9534533,K1ls_mi
1108936.77,1259498.34,1498,356.6320878,K1ls_mm
1109036.77,1259498.34,1500,400.3448769,K1ls_mm
1109136.77,1259498.34,1511,445.4274238,K1ls_ms
1109236.77,1259498.34,1533,495.1868506,K1ls_ms
1109336.77,1259498.34,1555,544.9491402,K1ls_ms
1109436.77,1259498.34,1570,597.9631841,K1ls_ms
1109536.77,1259498.34,1577,657.7383917,K1ls_ms
1109636.77,1259498.34,1568,726.4114916,K1ls_ms
1109736.77,1259498.34,1572,801.6991597,K1ls_ms
1109836.77,1259498.34,1570,881.9089739,K1ls_ms
1109936.77,1259498.34,1571,965.8153683,K1ls_ms
1110036.77,1259498.34,1588,1052.53465,K1ls_ms
1110136.77,1259498.34,1590,1141.425867,K1ls_ms
1110236.77,1259498.34,1578,1232.018983,K1ls_ms
1110336.77,1259498.34,1586,1323.964677,K1ls_ms
1110436.77,1259498.34,1590,1372.230016,K1ls_ms
1110536.77,1259498.34,1581,1357.769065,K1ls_ms
1110636.77,1259498.34,1563,1343.22149,K1ls_mm
1110736.77,1259498.34,1554,1331.032979,K1ls_mm
1110836.77,1259498.34,1526,1326.144475,K1ls_mi
1110936.77,1259498.34,1490,1316.652347,K1ls_mi
1111036.77,1259498.34,1435,1287.750417,K1ls_mi
1111136.77,1259498.34,1428,1265.086603,K1ls_mi
1111236.77,1259498.34,1430,1243.809595,K1ls_mi
1111336.77,1259498.34,1442,1227.530005,K1ls_mi
1111436.77,1259498.34,1457,1201.761359,K1ls_mi
1111536.77,1259498.34,1468,1173.575102,K1ls_mi
1111636.77,1259498.34,1477,1148.48869,K1ls_mi
1111736.77,1259498.34,1479,1131.358265,K1ls_mi
1111836.77,1259498.34,1482,1114.480798,K1ls_mi
1111936.77,1259498.34,1495,1073.834906,K1ls_mi
1112036.77,1259498.34,1490,1041.1717,K1ls_mi
1112136.77,1259498.34,1438,1014.164476,K1ls_mi
1112236.77,1259498.34,1420,979.1902732,K1ls_mi
1112336.77,1259498.34,1407,947.9716481,K1ls_mi
1112436.77,1259498.34,1401,918.5047199,K1ls_mi
1112536.77,1259498.34,1372,889.2640867,J1-2j
1112636.77,1259498.34,1332,862.4318991,J1-2j
1112736.77,1259498.34,1315,836.3748072,J1-2j
1112836.77,1259498.34,1302,810.8514381,J1-2j
1112936.77,1259498.34,1283,774.7395722,J1-2j
1113036.77,1259498.34,1292,739.2372156,J1-2j
1113136.77,1259498.34,1302,711.9012528,J1-2j
1113236.77,1259498.34,1329,685.0178521,J1-2j
1113336.77,1259498.34,1320,667.1312043,J1-2j
1113436.77,1259498.34,1284,661.1877701,J1-2j
1113536.77,1259498.34,1241,651.8127211,J1-2j
1113636.77,1259498.34,1221,638.9591309,J1-2j
1113736.77,1259498.34,1219,630.7490287,J1-2j
1113836.77,1259498.34,1220,634.2036982,J1-2j
1113936.77,1259498.34,1236,636.1448114,J1-2j
1114036.77,1259498.34,1242,631.326736,J1-2j
1114136.77,1259498.34,1245,621.3503572,J1-2j
1114236.77,1259498.34,1217,624.9008573,J1-2j
1114336.77,1259498.34,1211,644.09982,J1-2j
1114436.77,1259498.34,1202,670.7833031,J1-2j
1114536.77,1259498.34,1161,691.9647837,J1-2j
1114636.77,1259498.34,1112,703.1772817,J1-2j
1114736.77,1259498.34,1121,695.0584279,J1-2j
1114836.77,1259498.34,1146,674.5544734,J1-2j
1114936.77,1259498.34,1175,652.1600939,J1-2j
1115036.77,1259498.34,1207,629.0059642,OSs
1115136.77,1259498.34,1243,600.0096904,OSs
1115236.77,1259498.34,1229,571.2864964,J1gp
1115336.77,1259498.34,1189,542.9893266,J1gp
1115436.77,1259498.34,1154,511.6333137,J1gp
1115536.77,1259498.34,1118,476.2720973,J1gp
1115636.77,1259498.34,1096,435.0867648,J1gp
1115736.77,1259498.34,1087,380.0130237,J1gp
1115836.77,1259498.34,1102,322.6762644,J1gp
1115936.77,1259498.34,1131,265.339566,J1gp
1116036.77,1259498.34,1146,209.211614,J1gp
1116136.77,1259498.34,1159,153.135803,J1gp
1116236.77,1259498.34,1130,88.21371565,J1gp
1116336.77,1259498.34,1088,20.87735997,J1gp
1108036.77,1259398.34,1317,10.78559562,K1ls_mi
1108136.77,1259398.34,1356,73.93068181,K1ls_mi
1108236.77,1259398.34,1379,132.5730186,K1ls_mi
1108336.77,1259398.34,1403,191.2154117,K1ls_mi
1108436.77,1259398.34,1417,244.3731927,K1ls_mi
1108536.77,1259398.34,1437,284.5660513,K1ls_mi
1108636.77,1259398.34,1464,324.774751,K1ls_mi
1108736.77,1259398.34,1479,365.1085632,K1ls_mm
1108836.77,1259398.34,1507,405.442362,K1ls_ms
1108936.77,1259398.34,1540,446.5557057,K1ls_ms
1109036.77,1259398.34,1557,490.2684357,K1ls_ms
1109136.77,1259398.34,1570,533.9811542,K1ls_ms
1109236.77,1259398.34,1562,581.9108386,K1ls_ms
1109336.77,1259398.34,1553,631.6702575,K1ls_ms
1109436.77,1259398.34,1560,682.4564489,K1ls_ms
1109536.77,1259398.34,1564,736.8454733,K1ls_ms
1109636.77,1259398.34,1566,798.7459451,K1ls_ms
1109736.77,1259398.34,1562,867.780469,K1ls_ms
1109836.77,1259398.34,1561.006592,942.3825169,K1ls_ms
1109936.77,1259398.34,1563,1021.332789,K1ls_ms
1110036.77,1259398.34,1578,1103.698554,K1ls_ms
1110136.77,1259398.34,1582,1188.770075,K1ls_ms
1110236.77,1259398.34,1578,1276.006279,K1ls_ms
1110336.77,1259398.34,1570,1290.924597,K1ls_ms
1110436.77,1259398.34,1580,1273.295059,K1ls_ms
1110536.77,1259398.34,1575,1258.84355,K1ls_ms
1110636.77,1259398.34,1554,1244.300605,K1ls_ms
1110736.77,1259398.34,1554,1231.451979,K1ls_ms
1110836.77,1259398.34,1569,1226.166556,K1ls_ms
1110936.77,1259398.34,1562,1221.445385,K1ls_mm
1111036.77,1259398.34,1545,1191.402639,K1ls_mi
1111136.77,1259398.34,1499,1167.411576,K1ls_mi
1111236.77,1259398.34,1482,1146.044925,K1ls_mi
1111336.77,1259398.34,1501,1128.373928,K1ls_mi
1111436.77,1259398.34,1510,1106.439525,K1ls_mi
1111536.77,1259398.34,1523,1077.633094,K1ls_mi
1111636.77,1259398.34,1530,1050.961314,K1ls_mi
1111736.77,1259398.34,1525,1032.471616,K1ls_mm
1111836.77,1259398.34,1518,1017.695211,K1ls_mm
1111936.77,1259398.34,1534,981.5419211,K1ls_mi
1112036.77,1259398.34,1540,945.7325587,K1ls_mi
1112136.77,1259398.34,1509,917.8598798,K1ls_mi
1112236.77,1259398.34,1480,886.2449408,K1ls_mi
1112336.77,1259398.34,1480,852.4280974,K1ls_mi
1112436.77,1259398.34,1462,822.9611069,K1ls_mi
1112536.77,1259398.34,1433,793.6439589,K1ls_mi
1112636.77,1259398.34,1398,765.9027217,K1ls_mi
1112736.77,1259398.34,1342,739.8456234,J1-2j
1112836.77,1259398.34,1331,713.9129024,J1-2j
1112936.77,1259398.34,1311,683.4103739,J1-2j
1113036.77,1259398.34,1312,644.4197297,J1-2j
1113136.77,1259398.34,1332,615.645022,J1-2j
1113236.77,1259398.34,1333,588.5975038,J1-2j
1113336.77,1259398.34,1312,567.8137889,J1-2j
1113436.77,1259398.34,1282,561.3190355,J1-2j
1113536.77,1259398.34,1262,552.6582547,J1-2j
1113636.77,1259398.34,1247,539.8047251,J1-2j
1113736.77,1259398.34,1247,530.7689327,J1-2j
1113836.77,1259398.34,1244,534.3108992,J1-2j
1113936.77,1259398.34,1248,536.1736497,J1-2j
1114036.77,1259398.34,1264,532.0205187,J1-2j
1114136.77,1259398.34,1269,521.4803028,J1-2j
1114236.77,1259398.34,1251,525.7056992,J1-2j
1114336.77,1259398.34,1239,547.742488,J1-2j
1114436.77,1259398.34,1199,574.4257968,J1-2j
1114536.77,1259398.34,1160,593.4889052,J1-2j
1114636.77,1259398.34,1123,603.2878671,J1-2j
1114736.77,1259398.34,1125,597.1995364,J1-2j
1114836.77,1259398.34,1134,576.6956431,J1-2j
1114936.77,1259398.34,1171,554.8679937,J1-2j
1115036.77,1259398.34,1209,531.8251203,OSs
1115136.77,1259398.34,1241,504.3229888,OSs
1115236.77,1259398.34,1190,475.3908339,J1gp
1115336.77,1259398.34,1159,447.0935672,J1gp
1115436.77,1259398.34,1132,416.9274363,J1gp
1115536.77,1259398.34,1105,384.8730304,J1gp
1115636.77,1259398.34,1089,343.9798351,J1gp
1115736.77,1259398.34,1103,298.103758,J1gp
1115836.77,1259398.34,1124,240.7671501,J1gp
1115936.77,1259398.34,1150,183.4303676,J1gp
1116036.77,1259398.34,1161,126.4336261,J1gp
1116136.77,1259398.34,1172,70.35777194,J1gp
1116236.77,1259398.34,1125,14.28207247,J1gp
1116336.77,1259398.34,1104,53.03214566,J1gp
1107936.77,1259298.34,1297,21.75789743,K1ls_mi
1108036.77,1259298.34,1331,86.75693461,K1ls_mi
1108136.77,1259298.34,1369,151.7569371,K1ls_mi
1108236.77,1259298.34,1428,213.5553596,K1ls_mi
1108336.77,1259298.34,1438,272.1977798,K1ls_mi
1108436.77,1259298.34,1439,330.8401819,K1ls_mi
1108536.77,1259298.34,1451,376.1170843,K1ls_mi
1108636.77,1259298.34,1488,416.3103808,K1ls_mm
1108736.77,1259298.34,1532,456.5977885,K1ls_ms
1108836.77,1259298.34,1569,496.9313931,K1ls_ms
1108936.77,1259298.34,1567,537.2653107,K1ls_ms
1109036.77,1259298.34,1557.01355,580.1921527,K1ls_ms
1109136.77,1259298.34,1565,623.9048168,K1ls_ms
1109236.77,1259298.34,1572,668.6890307,K1ls_ms
1109336.77,1259298.34,1557,718.3942186,K1ls_ms
1109436.77,1259298.34,1556,768.1536169,K1ls_ms
1109536.77,1259298.34,1555.011841,820.3840998,K1ls_ms
1109636.77,1259298.34,1562,876.5332828,K1ls_ms
1109736.77,1259298.34,1562,939.8714903,K1ls_ms
1109836.77,1259298.34,1558,1009.158188,K1ls_ms
1109936.77,1259298.34,1559,1083.252542,K1ls_ms
1110036.77,1259298.34,1576,1161.234631,K1ls_ms
1110136.77,1259298.34,1563,1242.372579,K1ls_ms
1110236.77,1259298.34,1566,1220.397652,K1ls_ms
1110336.77,1259298.34,1568,1193.433675,K1ls_ms
1110436.77,1259298.34,1563,1174.379811,K1ls_ms
1110536.77,1259298.34,1557,1159.9085,K1ls_ms
1110636.77,1259298.34,1545,1145.379705,K1ls_ms
1110736.77,1259298.34,1530,1131.942176,K1ls_ms
1110836.77,1259298.34,1554,1126.18986,K1ls_ms
1110936.77,1259298.34,1554,1126.461025,K1ls_ms
1111036.77,1259298.34,1560,1095.706731,K1ls_ms
1111136.77,1259298.34,1578,1069.742232,K1ls_ms
